GENE,TYPE,MAX_CORR
ABTB1,EXP,0.0
ADAM15,EXP,0.0
AEBP1,EXP,0.0
AFF3,EXP,0.0
AHR,EXP,0.0
AIP,EXP,0.0
AK5,EXP,0.0
BLVRA,EXP,0.0
CAV1,EXP,0.0
CD44,EXP,0.0
CHD3,EXP,0.0
COL12A1,EXP,0.0
COL5A3,EXP,0.0
COL6A2,EXP,0.0
COL8A1,EXP,0.0
CORO1C,EXP,0.0
CPA4,EXP,0.0
CRIM1,EXP,0.0
CSPG4,EXP,0.0
CXXC5,EXP,0.0
DLX1,EXP,0.0
DRAP1,EXP,0.0
ECM1,EXP,0.0
EDIL3,EXP,0.0
ERCC6,EXP,0.0
EVA1A,EXP,0.0
F2RL2,EXP,0.0
FBN1,EXP,0.0
FN1,EXP,0.0
FOSL1,EXP,0.0
FOXC2,EXP,0.0
FOXK1,EXP,0.0
FOXP1,EXP,0.0
FOXS1,EXP,0.0
GPC1,EXP,0.0
GREM1,EXP,0.0
HCFC2,EXP,0.0
HIF1A,EXP,0.0
HMGA2,EXP,0.0
HSF2BP,EXP,0.0
IGFBP4,EXP,0.0
IL15,EXP,0.0
IL7R,EXP,0.0
ITGA11,EXP,0.0
ITGB7,EXP,0.0
KCNMA1,EXP,0.0
KLF2,EXP,0.0
KLF9,EXP,0.0
LACTB,EXP,0.0
LMO7,EXP,0.0
LOC645638,EXP,0.0
MAFG,EXP,0.0
MAP1A,EXP,0.0
MBNL1,EXP,0.0
MED8,EXP,0.0
MGLL,EXP,0.0
MPP4,EXP,0.0
MSC,EXP,0.0
MYBL1,EXP,0.0
NCOR2,EXP,0.0
NFIC,EXP,0.0
NGF,EXP,0.0
NPAS2,EXP,0.0
NTN4,EXP,0.0
OLFML1,EXP,0.0
PER1,EXP,0.0
PHF20,EXP,0.0
PKNOX2,EXP,0.0
PRKCA,EXP,0.0
PRRX1,EXP,0.0
PRSS23,EXP,0.0
PSMB9,EXP,0.0
PTRF,EXP,0.0
RBCK1,EXP,0.0
RC3H2,EXP,0.0
RUNX2,EXP,0.0
SFTA1P,EXP,0.0
SH3RF3,EXP,0.0
SIX1,EXP,0.0
SNAI2,EXP,0.0
SNAPC1,EXP,0.0
SON,EXP,0.0
SP100,EXP,0.0
SRGN,EXP,0.0
STARD13,EXP,0.0
STK32B,EXP,0.0
TGFB1I1,EXP,0.0
THBS2,EXP,0.0
THRA,EXP,0.0
TIPARP,EXP,0.0
TMF1,EXP,0.0
VGLL3,EXP,0.0
ZFPL1,EXP,0.0
LINC00670-rt,RT,0.999917
MIR548G-rt,RT,0.999914
CD44-rt,RT,0.999869
RPP30-rt,RT,0.999849
LINC00502-rt,RT,0.999802
DCBLD2-rt,RT,0.999715
COL8A1-rt,RT,0.999708
TES-rt,RT,0.999685
GDF6-rt,RT,0.999661
PCSK1-rt,RT,0.999635
INHBA-rt,RT,0.999610
CD96-rt,RT,0.999586
ZBED2-rt,RT,0.999579
DCBLD1-rt,RT,0.999577
FGF20-rt,RT,0.999571
GLIS3-rt,RT,0.999568
TMEM14E-rt,RT,0.999549
ANKRD1-rt,RT,0.999487
DAB2-rt,RT,0.999479
SEC61G-rt,RT,0.999477
TFEC-rt,RT,0.999471
TMEM207-rt,RT,0.999463
PTDSS1-rt,RT,0.999458
EGFR-rt,RT,0.999388
GRIA2-rt,RT,0.999359
ATIC-rt,RT,0.999357
ITGBL1-rt,RT,0.999327
MIR137HG-rt,RT,0.999281
SH2D4A-rt,RT,0.999265
RRP15-rt,RT,0.999243
MRPL19-rt,RT,0.999222
MIR583-rt,RT,0.999220
MOCS2-rt,RT,0.999219
TNFRSF11B-rt,RT,0.999210
CSGALNACT1-rt,RT,0.999201
FYB-rt,RT,0.999190
SUCNR1-rt,RT,0.999156
OGFRL1-rt,RT,0.999131
TNFSF4-rt,RT,0.999091
CAV2-rt,RT,0.999087
TGFBR2-rt,RT,0.999070
RP11-224O19.2-rt,RT,0.999064
TGFB2-rt,RT,0.999060
AHR-rt,RT,0.999049
LINC00472-rt,RT,0.999020
CLDN16-rt,RT,0.998999
UQCRB-rt,RT,0.998987
ITGA1-rt,RT,0.998955
PELO-rt,RT,0.998951
OSMR-rt,RT,0.998874
HECW2-rt,RT,0.998848
ZNF365-rt,RT,0.998802
NEK7-rt,RT,0.998733
ATP6V1G3-rt,RT,0.998691
MIR30C2-rt,RT,0.998634
CD274-rt,RT,0.998591
ADAMTSL1-rt,RT,0.998576
TNFSF18-rt,RT,0.998576
IRS1-rt,RT,0.998569
MED30-rt,RT,0.998545
EDIL3-rt,RT,0.998523
MDM1-rt,RT,0.998511
MBNL1-AS1-rt,RT,0.998510
TMEM244-rt,RT,0.998448
LOC100506023-rt,RT,0.998415
ARID5B-rt,RT,0.998357
SNX13-rt,RT,0.998235
IL1RAP-rt,RT,0.998235
RTKN2-rt,RT,0.998212
C10orf107-rt,RT,0.998173
FGF14-rt,RT,0.998171
