EXP_GENE,RT_GENE,CORR
ACMSD,ERO1LB-rt,0.919510196188
AGR2,ERO1LB-rt,0.919510196188
AGT,ERO1LB-rt,0.919510196188
AGXT,ERO1LB-rt,0.919510196188
AHSG,ERO1LB-rt,0.919510196188
ALDOB,ERO1LB-rt,0.919510196188
ANGPTL3,ERO1LB-rt,0.919510196188
ANXA13,ERO1LB-rt,0.919510196188
ARG1,ERO1LB-rt,0.919510196188
ASGR2,ERO1LB-rt,0.919510196188
C4BPB,ERO1LB-rt,0.919510196188
C6,ERO1LB-rt,0.919510196188
C8A,ERO1LB-rt,0.919510196188
CPB2,ERO1LB-rt,0.919510196188
CYP4F3,ERO1LB-rt,0.919510196188
FGA,ERO1LB-rt,0.919510196188
FGL1,ERO1LB-rt,0.919510196188
FTCD,ERO1LB-rt,0.919510196188
FXYD2,ERO1LB-rt,0.919510196188
GP2,ERO1LB-rt,0.919510196188
HAL,ERO1LB-rt,0.919510196188
HGD,ERO1LB-rt,0.919510196188
HOGA1,ERO1LB-rt,0.919510196188
HPR,ERO1LB-rt,0.919510196188
HPX,ERO1LB-rt,0.919510196188
HRG,ERO1LB-rt,0.919510196188
ITIH1,ERO1LB-rt,0.919510196188
ITIH2,ERO1LB-rt,0.919510196188
KNG1,ERO1LB-rt,0.919510196188
LIPC,ERO1LB-rt,0.919510196188
NPSR1-AS1,ERO1LB-rt,0.919510196188
ORM1,ERO1LB-rt,0.919510196188
ORM2,ERO1LB-rt,0.919510196188
RBP2,ERO1LB-rt,0.919510196188
SERPINA11,ERO1LB-rt,0.919510196188
SERPINA6,ERO1LB-rt,0.919510196188
SERPINC1,ERO1LB-rt,0.919510196188
SERPINF2,ERO1LB-rt,0.919510196188
SLC22A9,ERO1LB-rt,0.919510196188
SLC3A1,ERO1LB-rt,0.919510196188
TM4SF5,ERO1LB-rt,0.919510196188
ACMSD,SAMD13-rt,0.942281541682
AGR2,SAMD13-rt,0.942281541682
AGT,SAMD13-rt,0.942281541682
AGXT,SAMD13-rt,0.942281541682
AHSG,SAMD13-rt,0.942281541682
ALDOB,SAMD13-rt,0.942281541682
ANGPTL3,SAMD13-rt,0.942281541682
ANXA13,SAMD13-rt,0.942281541682
ARG1,SAMD13-rt,0.942281541682
ASGR2,SAMD13-rt,0.942281541682
C4BPB,SAMD13-rt,0.942281541682
C6,SAMD13-rt,0.942281541682
C8A,SAMD13-rt,0.942281541682
CPB2,SAMD13-rt,0.942281541682
CYP4F3,SAMD13-rt,0.942281541682
FGA,SAMD13-rt,0.942281541682
FGL1,SAMD13-rt,0.942281541682
FTCD,SAMD13-rt,0.942281541682
FXYD2,SAMD13-rt,0.942281541682
GP2,SAMD13-rt,0.942281541682
HAL,SAMD13-rt,0.942281541682
HGD,SAMD13-rt,0.942281541682
HOGA1,SAMD13-rt,0.942281541682
HPR,SAMD13-rt,0.942281541682
HPX,SAMD13-rt,0.942281541682
HRG,SAMD13-rt,0.942281541682
ITIH1,SAMD13-rt,0.942281541682
ITIH2,SAMD13-rt,0.942281541682
KNG1,SAMD13-rt,0.942281541682
LIPC,SAMD13-rt,0.942281541682
NPSR1-AS1,SAMD13-rt,0.942281541682
ORM1,SAMD13-rt,0.942281541682
ORM2,SAMD13-rt,0.942281541682
RBP2,SAMD13-rt,0.942281541682
SERPINA11,SAMD13-rt,0.942281541682
SERPINA6,SAMD13-rt,0.942281541682
SERPINC1,SAMD13-rt,0.942281541682
SERPINF2,SAMD13-rt,0.942281541682
SLC22A9,SAMD13-rt,0.942281541682
SLC3A1,SAMD13-rt,0.942281541682
TM4SF5,SAMD13-rt,0.942281541682
ACMSD,PKP4-rt,0.929122021972
AGR2,PKP4-rt,0.929122021972
AGT,PKP4-rt,0.929122021972
AGXT,PKP4-rt,0.929122021972
AHSG,PKP4-rt,0.929122021972
ALDOB,PKP4-rt,0.929122021972
ANGPTL3,PKP4-rt,0.929122021972
ANXA13,PKP4-rt,0.929122021972
ARG1,PKP4-rt,0.929122021972
ASGR2,PKP4-rt,0.929122021972
C4BPB,PKP4-rt,0.929122021972
C6,PKP4-rt,0.929122021972
