EXP_GENE,RT_GENE,CORR
ACMSD,CCL20-rt,0.979747798157
AGR2,CCL20-rt,0.979747798157
AGT,CCL20-rt,0.979747798157
AGXT,CCL20-rt,0.979747798157
AHSG,CCL20-rt,0.979747798157
ALDOB,CCL20-rt,0.979747798157
ANGPTL3,CCL20-rt,0.979747798157
ANXA13,CCL20-rt,0.979747798157
ARG1,CCL20-rt,0.979747798157
ASGR2,CCL20-rt,0.979747798157
ATF5,CCL20-rt,0.979747798157
C4BPB,CCL20-rt,0.979747798157
C6,CCL20-rt,0.979747798157
C8A,CCL20-rt,0.979747798157
CDX2,CCL20-rt,0.979747798157
CEBPA,CCL20-rt,0.979747798157
CPB2,CCL20-rt,0.979747798157
CREB3L3,CCL20-rt,0.979747798157
CYP4F3,CCL20-rt,0.979747798157
DENND4A,CCL20-rt,0.979747798157
EBF4,CCL20-rt,0.979747798157
EEPD1,CCL20-rt,0.979747798157
FBXO38,CCL20-rt,0.979747798157
FGA,CCL20-rt,0.979747798157
FGL1,CCL20-rt,0.979747798157
FOXA3,CCL20-rt,0.979747798157
FTCD,CCL20-rt,0.979747798157
FXYD2,CCL20-rt,0.979747798157
GLIS3,CCL20-rt,0.979747798157
GMCL1,CCL20-rt,0.979747798157
GP2,CCL20-rt,0.979747798157
HAL,CCL20-rt,0.979747798157
HGD,CCL20-rt,0.979747798157
HIST1H2AC,CCL20-rt,0.979747798157
HIST1H2BD,CCL20-rt,0.979747798157
HNF4G,CCL20-rt,0.979747798157
HOGA1,CCL20-rt,0.979747798157
HP,CCL20-rt,0.979747798157
HPR,CCL20-rt,0.979747798157
HPX,CCL20-rt,0.979747798157
HRG,CCL20-rt,0.979747798157
ITIH1,CCL20-rt,0.979747798157
ITIH2,CCL20-rt,0.979747798157
KLF15,CCL20-rt,0.979747798157
KLHDC2,CCL20-rt,0.979747798157
KNG1,CCL20-rt,0.979747798157
LGALS3,CCL20-rt,0.979747798157
LIPC,CCL20-rt,0.979747798157
NFE2,CCL20-rt,0.979747798157
NKX6-2,CCL20-rt,0.979747798157
NPSR1-AS1,CCL20-rt,0.979747798157
NR0B2,CCL20-rt,0.979747798157
NR1H3,CCL20-rt,0.979747798157
NR1H4,CCL20-rt,0.979747798157
NR1I3,CCL20-rt,0.979747798157
NR2E3,CCL20-rt,0.979747798157
NR2F2,CCL20-rt,0.979747798157
NR5A2,CCL20-rt,0.979747798157
ONECUT1,CCL20-rt,0.979747798157
ONECUT2,CCL20-rt,0.979747798157
ORM1,CCL20-rt,0.979747798157
ORM2,CCL20-rt,0.979747798157
PPARA,CCL20-rt,0.979747798157
PRDM16,CCL20-rt,0.979747798157
PROX1,CCL20-rt,0.979747798157
RBP2,CCL20-rt,0.979747798157
RTKN,CCL20-rt,0.979747798157
RXRA,CCL20-rt,0.979747798157
SEC14L2,CCL20-rt,0.979747798157
SERPINA11,CCL20-rt,0.979747798157
SERPINA6,CCL20-rt,0.979747798157
SERPINC1,CCL20-rt,0.979747798157
SERPINF2,CCL20-rt,0.979747798157
SLC22A9,CCL20-rt,0.979747798157
SLC2A4RG,CCL20-rt,0.979747798157
SLC3A1,CCL20-rt,0.979747798157
SOX9,CCL20-rt,0.979747798157
STAT1,CCL20-rt,0.979747798157
STAT4,CCL20-rt,0.979747798157
TLE1,CCL20-rt,0.979747798157
TM4SF5,CCL20-rt,0.979747798157
TP53INP1,CCL20-rt,0.979747798157
ZBED3,CCL20-rt,0.979747798157
ZFP36L2,CCL20-rt,0.979747798157
ZNF189,CCL20-rt,0.979747798157
ZNF467,CCL20-rt,0.979747798157
ACMSD,CYP2J2-rt,0.81384022629
AGR2,CYP2J2-rt,0.81384022629
AGT,CYP2J2-rt,0.81384022629
AGXT,CYP2J2-rt,0.81384022629
AHSG,CYP2J2-rt,0.81384022629
ALDOB,CYP2J2-rt,0.81384022629
ANGPTL3,CYP2J2-rt,0.81384022629
ANXA13,CYP2J2-rt,0.81384022629
ARG1,CYP2J2-rt,0.81384022629
ASGR2,CYP2J2-rt,0.81384022629
ATF5,CYP2J2-rt,0.81384022629
C4BPB,CYP2J2-rt,0.81384022629
C6,CYP2J2-rt,0.81384022629
C8A,CYP2J2-rt,0.81384022629
CDX2,CYP2J2-rt,0.81384022629
CEBPA,CYP2J2-rt,0.81384022629
CPB2,CYP2J2-rt,0.81384022629
CREB3L3,CYP2J2-rt,0.81384022629
CYP4F3,CYP2J2-rt,0.81384022629
DENND4A,CYP2J2-rt,0.81384022629
EBF4,CYP2J2-rt,0.81384022629
EEPD1,CYP2J2-rt,0.81384022629
FBXO38,CYP2J2-rt,0.81384022629
FGA,CYP2J2-rt,0.81384022629
FGL1,CYP2J2-rt,0.81384022629
FOXA3,CYP2J2-rt,0.81384022629
FTCD,CYP2J2-rt,0.81384022629
FXYD2,CYP2J2-rt,0.81384022629
GLIS3,CYP2J2-rt,0.81384022629
GMCL1,CYP2J2-rt,0.81384022629
GP2,CYP2J2-rt,0.81384022629
HAL,CYP2J2-rt,0.81384022629
HGD,CYP2J2-rt,0.81384022629
HIST1H2AC,CYP2J2-rt,0.81384022629
HIST1H2BD,CYP2J2-rt,0.81384022629
HNF4G,CYP2J2-rt,0.81384022629
HOGA1,CYP2J2-rt,0.81384022629
HP,CYP2J2-rt,0.81384022629
HPR,CYP2J2-rt,0.81384022629
HPX,CYP2J2-rt,0.81384022629
HRG,CYP2J2-rt,0.81384022629
ITIH1,CYP2J2-rt,0.81384022629
ITIH2,CYP2J2-rt,0.81384022629
KLF15,CYP2J2-rt,0.81384022629
KLHDC2,CYP2J2-rt,0.81384022629
KNG1,CYP2J2-rt,0.81384022629
LGALS3,CYP2J2-rt,0.81384022629
LIPC,CYP2J2-rt,0.81384022629
NFE2,CYP2J2-rt,0.81384022629
NKX6-2,CYP2J2-rt,0.81384022629
NPSR1-AS1,CYP2J2-rt,0.81384022629
NR0B2,CYP2J2-rt,0.81384022629
NR1H3,CYP2J2-rt,0.81384022629
NR1H4,CYP2J2-rt,0.81384022629
NR1I3,CYP2J2-rt,0.81384022629
NR2E3,CYP2J2-rt,0.81384022629
NR2F2,CYP2J2-rt,0.81384022629
NR5A2,CYP2J2-rt,0.81384022629
ONECUT1,CYP2J2-rt,0.81384022629
ONECUT2,CYP2J2-rt,0.81384022629
ORM1,CYP2J2-rt,0.81384022629
ORM2,CYP2J2-rt,0.81384022629
PPARA,CYP2J2-rt,0.81384022629
PRDM16,CYP2J2-rt,0.81384022629
PROX1,CYP2J2-rt,0.81384022629
RBP2,CYP2J2-rt,0.81384022629
RTKN,CYP2J2-rt,0.81384022629
RXRA,CYP2J2-rt,0.81384022629
SEC14L2,CYP2J2-rt,0.81384022629
SERPINA11,CYP2J2-rt,0.81384022629
SERPINA6,CYP2J2-rt,0.81384022629
SERPINC1,CYP2J2-rt,0.81384022629
SERPINF2,CYP2J2-rt,0.81384022629
SLC22A9,CYP2J2-rt,0.81384022629
SLC2A4RG,CYP2J2-rt,0.81384022629
SLC3A1,CYP2J2-rt,0.81384022629
SOX9,CYP2J2-rt,0.81384022629
STAT1,CYP2J2-rt,0.81384022629
STAT4,CYP2J2-rt,0.81384022629
TLE1,CYP2J2-rt,0.81384022629
TM4SF5,CYP2J2-rt,0.81384022629
TP53INP1,CYP2J2-rt,0.81384022629
ZBED3,CYP2J2-rt,0.81384022629
ZFP36L2,CYP2J2-rt,0.81384022629
ZNF189,CYP2J2-rt,0.81384022629
ZNF467,CYP2J2-rt,0.81384022629
ACMSD,CDYL2-rt,0.957613308383
AGR2,CDYL2-rt,0.957613308383
AGT,CDYL2-rt,0.957613308383
AGXT,CDYL2-rt,0.957613308383
AHSG,CDYL2-rt,0.957613308383
ALDOB,CDYL2-rt,0.957613308383
ANGPTL3,CDYL2-rt,0.957613308383
ANXA13,CDYL2-rt,0.957613308383
ARG1,CDYL2-rt,0.957613308383
ASGR2,CDYL2-rt,0.957613308383
ATF5,CDYL2-rt,0.957613308383
C4BPB,CDYL2-rt,0.957613308383
C6,CDYL2-rt,0.957613308383
C8A,CDYL2-rt,0.957613308383
CDX2,CDYL2-rt,0.957613308383
CEBPA,CDYL2-rt,0.957613308383
CPB2,CDYL2-rt,0.957613308383
CREB3L3,CDYL2-rt,0.957613308383
CYP4F3,CDYL2-rt,0.957613308383
DENND4A,CDYL2-rt,0.957613308383
EBF4,CDYL2-rt,0.957613308383
EEPD1,CDYL2-rt,0.957613308383
FBXO38,CDYL2-rt,0.957613308383
FGA,CDYL2-rt,0.957613308383
FGL1,CDYL2-rt,0.957613308383
FOXA3,CDYL2-rt,0.957613308383
FTCD,CDYL2-rt,0.957613308383
FXYD2,CDYL2-rt,0.957613308383
GLIS3,CDYL2-rt,0.957613308383
GMCL1,CDYL2-rt,0.957613308383
GP2,CDYL2-rt,0.957613308383
HAL,CDYL2-rt,0.957613308383
HGD,CDYL2-rt,0.957613308383
HIST1H2AC,CDYL2-rt,0.957613308383
HIST1H2BD,CDYL2-rt,0.957613308383
HNF4G,CDYL2-rt,0.957613308383
HOGA1,CDYL2-rt,0.957613308383
HP,CDYL2-rt,0.957613308383
HPR,CDYL2-rt,0.957613308383
HPX,CDYL2-rt,0.957613308383
HRG,CDYL2-rt,0.957613308383
ITIH1,CDYL2-rt,0.957613308383
ITIH2,CDYL2-rt,0.957613308383
KLF15,CDYL2-rt,0.957613308383
KLHDC2,CDYL2-rt,0.957613308383
KNG1,CDYL2-rt,0.957613308383
LGALS3,CDYL2-rt,0.957613308383
LIPC,CDYL2-rt,0.957613308383
NFE2,CDYL2-rt,0.957613308383
NKX6-2,CDYL2-rt,0.957613308383
