EXP_GENE,RT_GENE,CORR
ADRA1B,RAB3C-rt,0.94009051908
ATP8B4,RAB3C-rt,0.94009051908
CCDC85A,RAB3C-rt,0.94009051908
CEBPD,RAB3C-rt,0.94009051908
CHRDL2,RAB3C-rt,0.94009051908
CILP,RAB3C-rt,0.94009051908
CLCA2,RAB3C-rt,0.94009051908
CMKLR1,RAB3C-rt,0.94009051908
COL15A1,RAB3C-rt,0.94009051908
COL8A2,RAB3C-rt,0.94009051908
COMP,RAB3C-rt,0.94009051908
CRISPLD2,RAB3C-rt,0.94009051908
CXCL14,RAB3C-rt,0.94009051908
DUOXA1,RAB3C-rt,0.94009051908
EGFLAM,RAB3C-rt,0.94009051908
ENDOD1,RAB3C-rt,0.94009051908
HGF,RAB3C-rt,0.94009051908
LAMA2,RAB3C-rt,0.94009051908
LRFN5,RAB3C-rt,0.94009051908
LTBR,RAB3C-rt,0.94009051908
MC1R,RAB3C-rt,0.94009051908
MFAP4,RAB3C-rt,0.94009051908
MMP23B,RAB3C-rt,0.94009051908
NFKBIZ,RAB3C-rt,0.94009051908
NLRP3,RAB3C-rt,0.94009051908
OGN,RAB3C-rt,0.94009051908
OSR1,RAB3C-rt,0.94009051908
PROK1,RAB3C-rt,0.94009051908
PTGES,RAB3C-rt,0.94009051908
PTPRR,RAB3C-rt,0.94009051908
REG4,RAB3C-rt,0.94009051908
RSPO2,RAB3C-rt,0.94009051908
S100A4,RAB3C-rt,0.94009051908
SERPINB13,RAB3C-rt,0.94009051908
SLC2A10,RAB3C-rt,0.94009051908
SLITRK6,RAB3C-rt,0.94009051908
SMCO3,RAB3C-rt,0.94009051908
SOCS3,RAB3C-rt,0.94009051908
SPRR3,RAB3C-rt,0.94009051908
SVEP1,RAB3C-rt,0.94009051908
TGFBR3,RAB3C-rt,0.94009051908
TNNT3,RAB3C-rt,0.94009051908
WFDC1,RAB3C-rt,0.94009051908
ZBED2,RAB3C-rt,0.94009051908
ADRA1B,TES-rt,0.914685020199
ATP8B4,TES-rt,0.914685020199
CCDC85A,TES-rt,0.914685020199
CEBPD,TES-rt,0.914685020199
CHRDL2,TES-rt,0.914685020199
CILP,TES-rt,0.914685020199
CLCA2,TES-rt,0.914685020199
CMKLR1,TES-rt,0.914685020199
COL15A1,TES-rt,0.914685020199
COL8A2,TES-rt,0.914685020199
COMP,TES-rt,0.914685020199
CRISPLD2,TES-rt,0.914685020199
CXCL14,TES-rt,0.914685020199
DUOXA1,TES-rt,0.914685020199
EGFLAM,TES-rt,0.914685020199
ENDOD1,TES-rt,0.914685020199
HGF,TES-rt,0.914685020199
LAMA2,TES-rt,0.914685020199
LRFN5,TES-rt,0.914685020199
LTBR,TES-rt,0.914685020199
MC1R,TES-rt,0.914685020199
MFAP4,TES-rt,0.914685020199
MMP23B,TES-rt,0.914685020199
NFKBIZ,TES-rt,0.914685020199
NLRP3,TES-rt,0.914685020199
OGN,TES-rt,0.914685020199
OSR1,TES-rt,0.914685020199
PROK1,TES-rt,0.914685020199
PTGES,TES-rt,0.914685020199
PTPRR,TES-rt,0.914685020199
REG4,TES-rt,0.914685020199
RSPO2,TES-rt,0.914685020199
S100A4,TES-rt,0.914685020199
SERPINB13,TES-rt,0.914685020199
SLC2A10,TES-rt,0.914685020199
SLITRK6,TES-rt,0.914685020199
SMCO3,TES-rt,0.914685020199
SOCS3,TES-rt,0.914685020199
SPRR3,TES-rt,0.914685020199
SVEP1,TES-rt,0.914685020199
TGFBR3,TES-rt,0.914685020199
TNNT3,TES-rt,0.914685020199
WFDC1,TES-rt,0.914685020199
ZBED2,TES-rt,0.914685020199
ADRA1B,STXBP5-rt,0.922348004237
ATP8B4,STXBP5-rt,0.922348004237
CCDC85A,STXBP5-rt,0.922348004237
CEBPD,STXBP5-rt,0.922348004237
CHRDL2,STXBP5-rt,0.922348004237
CILP,STXBP5-rt,0.922348004237
CLCA2,STXBP5-rt,0.922348004237
CMKLR1,STXBP5-rt,0.922348004237
COL15A1,STXBP5-rt,0.922348004237
COL8A2,STXBP5-rt,0.922348004237
COMP,STXBP5-rt,0.922348004237
CRISPLD2,STXBP5-rt,0.922348004237
CXCL14,STXBP5-rt,0.922348004237
DUOXA1,STXBP5-rt,0.922348004237
EGFLAM,STXBP5-rt,0.922348004237
ENDOD1,STXBP5-rt,0.922348004237
HGF,STXBP5-rt,0.922348004237
LAMA2,STXBP5-rt,0.922348004237
LRFN5,STXBP5-rt,0.922348004237
LTBR,STXBP5-rt,0.922348004237
MC1R,STXBP5-rt,0.922348004237
MFAP4,STXBP5-rt,0.922348004237
MMP23B,STXBP5-rt,0.922348004237
NFKBIZ,STXBP5-rt,0.922348004237
NLRP3,STXBP5-rt,0.922348004237
OGN,STXBP5-rt,0.922348004237
OSR1,STXBP5-rt,0.922348004237
PROK1,STXBP5-rt,0.922348004237
PTGES,STXBP5-rt,0.922348004237
PTPRR,STXBP5-rt,0.922348004237
REG4,STXBP5-rt,0.922348004237
RSPO2,STXBP5-rt,0.922348004237
S100A4,STXBP5-rt,0.922348004237
SERPINB13,STXBP5-rt,0.922348004237
SLC2A10,STXBP5-rt,0.922348004237
SLITRK6,STXBP5-rt,0.922348004237
SMCO3,STXBP5-rt,0.922348004237
SOCS3,STXBP5-rt,0.922348004237
SPRR3,STXBP5-rt,0.922348004237
SVEP1,STXBP5-rt,0.922348004237
TGFBR3,STXBP5-rt,0.922348004237
TNNT3,STXBP5-rt,0.922348004237
