EXP_GENE,RT_GENE,CORR
AASS,TSG1-rt,0.851414447938
C12orf56,TSG1-rt,0.851414447938
CAPN11,TSG1-rt,0.851414447938
CHST4,TSG1-rt,0.851414447938
CPNE9,TSG1-rt,0.851414447938
CR2,TSG1-rt,0.851414447938
CYP2S1,TSG1-rt,0.851414447938
DNMT3B,TSG1-rt,0.851414447938
DPPA4,TSG1-rt,0.851414447938
EPHA1,TSG1-rt,0.851414447938
ERVMER34-1,TSG1-rt,0.851414447938
FAM124B,TSG1-rt,0.851414447938
FAM46B,TSG1-rt,0.851414447938
FOXD3,TSG1-rt,0.851414447938
GLS2,TSG1-rt,0.851414447938
HHLA2,TSG1-rt,0.851414447938
HLA-DPB2,TSG1-rt,0.851414447938
HTR3A,TSG1-rt,0.851414447938
IDO1,TSG1-rt,0.851414447938
JARID2,TSG1-rt,0.851414447938
KCND2,TSG1-rt,0.851414447938
LCK,TSG1-rt,0.851414447938
LECT1,TSG1-rt,0.851414447938
POLR3G,TSG1-rt,0.851414447938
PPM1B,TSG1-rt,0.851414447938
PRDM14,TSG1-rt,0.851414447938
RASGRP2,TSG1-rt,0.851414447938
SEMG1,TSG1-rt,0.851414447938
SMPDL3B,TSG1-rt,0.851414447938
SNRPN,TSG1-rt,0.851414447938
UGP2,TSG1-rt,0.851414447938
USP44,TSG1-rt,0.851414447938
VASH2,TSG1-rt,0.851414447938
ZDHHC19,TSG1-rt,0.851414447938
ZNF398,TSG1-rt,0.851414447938
ZSCAN10,TSG1-rt,0.851414447938
AASS,PRKCB-rt,0.876998480514
C12orf56,PRKCB-rt,0.876998480514
CAPN11,PRKCB-rt,0.876998480514
CHST4,PRKCB-rt,0.876998480514
CPNE9,PRKCB-rt,0.876998480514
CR2,PRKCB-rt,0.876998480514
CYP2S1,PRKCB-rt,0.876998480514
DNMT3B,PRKCB-rt,0.876998480514
DPPA4,PRKCB-rt,0.876998480514
EPHA1,PRKCB-rt,0.876998480514
ERVMER34-1,PRKCB-rt,0.876998480514
FAM124B,PRKCB-rt,0.876998480514
FAM46B,PRKCB-rt,0.876998480514
FOXD3,PRKCB-rt,0.876998480514
GLS2,PRKCB-rt,0.876998480514
HHLA2,PRKCB-rt,0.876998480514
HLA-DPB2,PRKCB-rt,0.876998480514
HTR3A,PRKCB-rt,0.876998480514
IDO1,PRKCB-rt,0.876998480514
JARID2,PRKCB-rt,0.876998480514
KCND2,PRKCB-rt,0.876998480514
LCK,PRKCB-rt,0.876998480514
LECT1,PRKCB-rt,0.876998480514
POLR3G,PRKCB-rt,0.876998480514
