EXP_GENE,RT_GENE,CORR
ABCC8,AGFG1-rt,0.912939556991
ACOT7,AGFG1-rt,0.912939556991
C11orf87,AGFG1-rt,0.912939556991
CAMK2B,AGFG1-rt,0.912939556991
CELA3A,AGFG1-rt,0.912939556991
CHGA,AGFG1-rt,0.912939556991
CLEC4G,AGFG1-rt,0.912939556991
CLPS,AGFG1-rt,0.912939556991
CNGA3,AGFG1-rt,0.912939556991
COL28A1,AGFG1-rt,0.912939556991
CRH,AGFG1-rt,0.912939556991
CRYBA2,AGFG1-rt,0.912939556991
ERO1LB,AGFG1-rt,0.912939556991
FEV,AGFG1-rt,0.912939556991
FGF14,AGFG1-rt,0.912939556991
FSTL5,AGFG1-rt,0.912939556991
GAD2,AGFG1-rt,0.912939556991
GALR1,AGFG1-rt,0.912939556991
GFRA3,AGFG1-rt,0.912939556991
GUCA2B,AGFG1-rt,0.912939556991
INS,AGFG1-rt,0.912939556991
INSM1,AGFG1-rt,0.912939556991
KCNJ6,AGFG1-rt,0.912939556991
KCNK16,AGFG1-rt,0.912939556991
KCNK17,AGFG1-rt,0.912939556991
KIRREL2,AGFG1-rt,0.912939556991
LINC00607,AGFG1-rt,0.912939556991
MIR7-3HG,AGFG1-rt,0.912939556991
MSMB,AGFG1-rt,0.912939556991
NDFIP1,AGFG1-rt,0.912939556991
NEUROD1,AGFG1-rt,0.912939556991
NKX2-2,AGFG1-rt,0.912939556991
NPHS1,AGFG1-rt,0.912939556991
PAX4,AGFG1-rt,0.912939556991
PCSK1,AGFG1-rt,0.912939556991
PDX1,AGFG1-rt,0.912939556991
PTF1A,AGFG1-rt,0.912939556991
RAB26,AGFG1-rt,0.912939556991
SCGB1A1,AGFG1-rt,0.912939556991
SCGN,AGFG1-rt,0.912939556991
SCTR,AGFG1-rt,0.912939556991
SDR9C7,AGFG1-rt,0.912939556991
SLC4A4,AGFG1-rt,0.912939556991
SV2B,AGFG1-rt,0.912939556991
ABCC8,NEUROD1-rt,0.959588751894
ACOT7,NEUROD1-rt,0.959588751894
C11orf87,NEUROD1-rt,0.959588751894
CAMK2B,NEUROD1-rt,0.959588751894
CELA3A,NEUROD1-rt,0.959588751894
CHGA,NEUROD1-rt,0.959588751894
CLEC4G,NEUROD1-rt,0.959588751894
CLPS,NEUROD1-rt,0.959588751894
CNGA3,NEUROD1-rt,0.959588751894
COL28A1,NEUROD1-rt,0.959588751894
CRH,NEUROD1-rt,0.959588751894
CRYBA2,NEUROD1-rt,0.959588751894
ERO1LB,NEUROD1-rt,0.959588751894
FEV,NEUROD1-rt,0.959588751894
FGF14,NEUROD1-rt,0.959588751894
FSTL5,NEUROD1-rt,0.959588751894
GAD2,NEUROD1-rt,0.959588751894
GALR1,NEUROD1-rt,0.959588751894
GFRA3,NEUROD1-rt,0.959588751894
GUCA2B,NEUROD1-rt,0.959588751894
INS,NEUROD1-rt,0.959588751894
INSM1,NEUROD1-rt,0.959588751894
KCNJ6,NEUROD1-rt,0.959588751894
KCNK16,NEUROD1-rt,0.959588751894
KCNK17,NEUROD1-rt,0.959588751894
